blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0929,68839,Model B,"If you have the correct tools, it's not difficult to fix the leaky faucet.",premise,"If you have the correct tools, it's not difficult to fix the leaky faucet; otherwise, it is difficult.","If you have the correct tools, it's not difficult to fix the leaky faucet; though it may not be difficult without tools, either.",,"6qjl rated this post on February 4, 2000 that contains top two shanks below that are just two 3/8th shanks",,
T3A-0583,67466,Model B,The company should produce a quarterly report.,premise,"The company ought to produce a quarterly report, which it does not do right now.","The company ought to produce a quarterly report, which it may already do.",The company probably produces a quarterly report.,You can submit by email or scan via fax for your records.,,
T3A-0940,97129,Model A,"I was able to do it, but I was too lazy.",hypothesis,"I did it (as I was able to), but I was too lazy.","I was capable of doing it, but I was too lazy.",,"I mentioned it to Bryan, and he got me to do it.",,
T3A-0500,1838,Model A,The most likely explanation for the decline in support for the war is that the American public has lost faith in the government's ability to win the war.,premise,"The American public has lost faith in the government's ability to win the war, which is the most likely explanation for the decline in support for the war.",The most likely explanation for the decline in support for the war is the possibility that American public has lost faith in the government's ability to win the war.,,This is the logical explanation for the decline in support for the war as the premise clearly states that the American public has lost faith in the government's ability,,
T3A-0420,12_c,Model A,He is the strongest basketball player in the NBA.,premise,He is the best basketball player in the NBA.,He is the physically strongest basketball player in the NBA.,,He has never missed a game.,,
T3A-0788,2535,Model A,"In the past, people thought that the Earth was the center of the universe.",premise,"In the past, people thought that the Earth was the center of the universe, but people now don't think that anymore.","In the past, people thought that the Earth was the center of the universe, and people now may or may not still think that.",,"短句: In the past, people thought that the Earth was the center of the universe.",,
T3A-0494,21569,Model A,There is no evidence that the policy has been successful in reducing the number of accidents.,premise,There exists no evidence that the policy has been successful in reducing the number of accidents.,There is no evidence collected yet that the policy has been successful in reducing the number of accidents.,,It is true that the policy has been implemented in five states.,,
T3A-0827,58905,Model B,A recent study found that people who regularly eat fish are less likely to develop Alzheimer's disease.,premise,A recent study concluded that people who regularly eat fish are less likely to develop Alzheimer's disease.,A recent study discovered that people who regularly eat fish are less likely to develop Alzheimer's disease.,,"This research comes to pass and is substantiated by others that have shown when fish oil is included in the diet, cognitive decline, mental and emotional functioning slow",,
T3A-0686,5547,Model A,She didn't mean to hurt him.,premise,"She didn't mean to hurt him, but she did.","She didn't intend to hurt him, whether or not she actually did.",,"She didn't love him, she didn't want him either.",,
T3A-0828,58905,Model A,A recent study found that people who regularly eat fish are less likely to develop Alzheimer's disease.,premise,A recent study concluded that people who regularly eat fish are less likely to develop Alzheimer's disease.,A recent study discovered that people who regularly eat fish are less likely to develop Alzheimer's disease.,,The study concluded that eating at least 6 ounces of fish per week reduced the risk of developing Alzheimer's disease by 35 percent.,,
T3A-0629,111_c,Model B,Only Maya likes the way she dresses.,hypothesis,No one likes the way Maya dresses except Maya herself.,No one likes the way they dress except Maya.,,"To many, she looks like a clown show is coming on.",,
T3A-0564,38_c,Model A,He wants to attend a school in New York.,premise,There is a school in New York that he wants to attend.,He wants to be in New York for school.,,He wants to attend a school in Texas.,,
T3A-0495,8636,Model B,"I'm sorry, but I don't think I can help you.",premise,"I'm sorry, but I don't think it's true that I can help you.","I'm sorry, but I can't help you.",,I don't think Claude Debussy noticed my piano playing.,,
T3A-0776,36658,Model A,It is possible that the conference will be postponed if the situation does not improve.,premise,"It is possible that the conference will be postponed, which will happen if the situation does not improve.","If the situation does not improve, it is possible that the conference will be postponed.",,"In the meantime, it is important to continue staying informed about the situation and to pay attention to any updates from the organizers regarding the future of the conference",,
